,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
202,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,,,,54820.98,11.82,171.79,36.32,
203,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,,,,54740.61,9.32,140.58,36.27,
204,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,,,,57001.44,9.16,141.3,37.89,
205,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,,,,56407.04,6.5,101.03,37.44,
206,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,24.55,27.4,22.3,52471.39,8.33,122.06,34.56,
207,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,21.68,24.1,19.5,52825.73,9.24,128.6,34.88,
208,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,22.63,25.3,21.1,54949.97,8.89,127.27,36.44,
209,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,16.55,19.6,14.0,53916.91,9.96,126.83,35.67,
210,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,10.75,15.6,6.3,57180.56,14.71,167.79,37.8,
211,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,17.37,18.5,16.6,48461.78,6.93,87.49,31.68,
212,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,13.73,15.4,12.1,48433.19,7.64,89.74,31.59,
213,38.39,12.41,6.97,APR032014,KA32,KA32_04152014_R0,KA32-04152014_AP,16.74,P4,2014-05-02,"3x, 0.11",2.0,4.0,256.25,0.29279569899999996,75.02889785,24.5,,7.94,35.1,22.6,47.87,0.22,6.16,0.01,17.21,358.0,0.29,3.4,0.29,1.52,-1.01,0.83,0.22,0.086,,0.013999999999999999,CELL,13.06,14.1,12.1,48719.75,7.58,87.82,31.77,
340,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,52484.25,7.3,112.86,34.51,
341,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,49124.14,7.58,117.13,32.04,
342,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,52743.07,7.23,113.83,34.68,
343,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,50920.39,6.8,98.56,33.42,
344,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,53385.99,6.79,97.64,35.26,
345,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.12,23.7,10.6,54460.01,9.95,130.2,36.04,
346,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,16.28,25.1,11.2,53460.11,8.25,105.65,35.27,
347,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,18.36,23.4,14.6,52535.2,9.58,126.62,34.65,
348,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,14.9,17.5,12.7,53474.89,9.53,118.0,35.31,
349,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,15.9,22.4,9.6,51958.17,10.05,126.64,34.15,
350,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,21.1,27.8,14.0,56702.86,9.52,135.51,37.73,
351,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,19.96,26.9,13.8,55629.67,9.5,132.91,36.94,
352,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,18.62,26.1,11.2,54297.7,9.03,122.2,35.92,
353,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,21725.92,11.61,153.38,13.04,
354,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,52554.87,9.44,127.9,34.67,
355,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,23.44,28.1,19.1,59828.14,9.1,136.88,40.09,
356,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,26.01,31.7,19.4,47501.87,8.41,125.17,30.87,
357,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,47091.63,4.29,51.8,30.6,
358,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,50449.99,8.46,91.28,32.76,
359,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,26.33,31.89,22.25,54310.72,7.02,108.14,35.88,
360,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,26.2,32.98,20.89,54865.49,8.79,135.6,36.29,
361,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,26.2,32.34,21.39,51982.66,8.59,130.56,34.19,
362,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.42,21.9,14.4,58613.25,8.0,106.74,39.18,
363,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.86,24.4,12.8,59445.84,7.99,108.05,39.79,
364,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,19.47,25.5,12.8,56086.71,8.07,111.01,37.27,
365,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.44,22.1,12.2,49333.66,8.54,109.73,32.3,
366,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.48,22.7,12.9,43375.05,8.58,106.61,28.0,
367,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,18.61,22.7,16.0,47163.68,8.12,104.96,30.74,
368,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,15.28,21.6,10.0,53.44,8.99,113.15,35.25,
369,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.26,23.0,13.4,54130.14,8.02,104.45,35.82,
370,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,14.08,14.4,13.8,54569.18,6.33,77.0,36.1,
371,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,17.65,24.0,11.8,53307.85,8.68,114.35,35.19,
372,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,23.73,28.0,20.7,46094.16,4.81,67.77,29.9,
373,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,19.03,23.3,15.5,45791.34,3.56,46.05,29.73,
374,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,19.7,23.2,17.1,45453.28,3.58,46.72,29.48,
375,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,19.95,21.7,18.6,44334.84,3.14,40.83,28.7,
376,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,49765.75,6.83,79.59,32.45,
377,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,33415.34,7.23,77.59,20.93,
378,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,35961.74,7.08,84.81,22.72,
379,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,35582.99,7.18,86.99,22.5,
380,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,,,,23141.1,8.24,100.49,14.22,
381,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,22.65,28.6,17.2,55151.7,8.53,123.02,36.57,
382,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,20.39,27.8,12.4,53778.92,9.17,127.94,35.54,
383,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,21.78,28.0,16.5,57573.89,8.86,128.44,38.39,
384,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,22.95,26.8,20.1,52383.77,7.73,110.49,34.54,
385,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,24.5,29.5,20.6,42905.62,8.26,117.89,27.62,
386,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,27.48,32.7,23.4,49412.1,7.88,121.02,32.23,
387,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,27.61,33.3,22.9,42659.58,7.71,115.15,27.34,
388,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,24.37,29.3,20.5,50517.11,6.46,94.44,33.12,
389,,10.19,5.82,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,8.67,P4,2015-05-20,"NO3, 3x, 0.214",8.666666667000001,1.0,647.8,0.37,239.68599999999998,28.3,0.2,7.94,21.4,31.7,94.24,1.38,5.52,1.68,37.78,1628.0,0.52,2.86,0.37,1.35,29.5,0.62,0.48,,,,GT,25.1,27.2,23.6,51609.31,8.19,120.83,33.92,
