"Tracking.ID","Analytical.Sample.ID","DATETIME","Protein.AF","FAME.Lipids.AF","Carbohydrates.AF","ExperimentID","SiteID","StrainID","SourceID","BatchID","Duration.days","PondID"
169,"P5-12022013","12/2/2013 9:38",39.98,11.29,14.17,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",38.73,"P5"
170,"P6-12022013","12/2/2013 9:38",39.83,11.11,13.69,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",38.73,"P6"
171,"P4-12042013","12/4/2013 9:30",37.19,9.32,12.24,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",40.73,"P4"
172,"P5-12042013","12/4/2013 9:30",39.85,10.62,12.88,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",40.73,"P5"
173,"P6-12042013","12/4/2013 9:30",38.54,11.17,13.4,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",40.73,"P6"
174,"P4-12062013","12/6/2013 9:30",40.25,8.85,14.06,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",42.73,"P4"
175,"P5-12062013","12/6/2013 9:30",38.84,12.05,13.49,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",42.73,"P5"
176,"P6-12062013","12/6/2013 9:30",39.59,10.79,12.85,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",42.73,"P6"
177,"P4-12092013","12/9/2013 9:24",39.68,10.27,13.87,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",45.73,"P4"
178,"P5-12092013","12/9/2013 9:24",39.29,10.55,13.79,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",45.73,"P5"
179,"P6-12092013","12/9/2013 9:24",40.71,12.13,12.92,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",45.73,"P6"
180,"P1-12112013","12/11/2013 9:36",39.64,10.33,14.43,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P1"
181,"P2-12112013","12/11/2013 9:36",38.15,11.57,14.14,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P2"
182,"P3-12112013","12/11/2013 9:36",38.98,11.05,13.19,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P3"
183,"P4-12112013","12/11/2013 9:36",39.02,12.52,14.4,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P4"
184,"P5-12112013","12/11/2013 9:36",39.23,11.6,13.88,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P5"
185,"P6-12112013","12/11/2013 9:36",37.77,10.67,14.17,"OCT172013","TRL","KA32","P2&6-11142013","Pond k32-11142016",47.73,"P6"
186,"GT_20131017_1","10/17/2013 15:59",31.32,20.28,10.1,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P1"
187,"GT_20131017_2","10/17/2013 15:59",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P2"
188,"GT_20131017_3","10/17/2013 15:59",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P3"
189,"GT_20131017_4","10/17/2013 15:59",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P4"
190,"GT_20131017_5","10/17/2013 15:59",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P5"
191,"GT_20131017_6","10/17/2013 15:59",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",0,"P6"
192,"GT_20131108_1","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P1"
193,"GT_20131108_2","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P2"
194,"GT_20131108_3","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P3"
195,"GT_20131108_4","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P4"
196,"GT_20131108_5","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P5"
197,"GT_20131108_6","11/8/2013 9:30",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",21.73,"P6"
198,"GT_20131112_1","11/12/2013 9:00",42.68,11.06,7.91,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P1"
199,"GT_20131112_2","11/12/2013 9:00",64.96,16.22,10.4,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P2"
200,"GT_20131112_3","11/12/2013 9:00",41.82,11.14,7.92,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P3"
201,"GT_20131112_4","11/12/2013 9:00",40.31,10.52,7.05,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P4"
202,"GT_20131112_5","11/12/2013 9:00",38.8,9.98,7.17,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P5"
203,"GT_20131112_6","11/12/2013 9:00",39.97,10.65,7.41,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",25.71,"P6"
204,"GT_20131118_1","11/18/2013 9:45",39.18,11.84,7.77,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P1"
205,"GT_20131118_2","11/18/2013 9:45",40.68,12.18,7.28,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P2"
206,"GT_20131118_3","11/18/2013 9:45",41.09,13.5,6.53,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P3"
207,"GT_20131118_4","11/18/2013 9:45",41.33,20.58,6.74,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P4"
208,"GT_20131118_5","11/18/2013 9:45",40.69,12.33,6.55,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P5"
209,"GT_20131118_6","11/18/2013 9:45",41.97,12.04,7.47,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",31.74,"P6"
210,"GT_20131120_1","11/20/2013 9:59",40.47,12.35,7.7,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.75,"P2"
211,"GT_20131120_2","11/20/2013 9:45",42.01,11.8,8,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.74,"P1"
212,"GT_20131120_3","11/20/2013 9:59",41.4,11.88,7.17,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.75,"P3"
213,"GT_20131120_4","11/20/2013 9:59",41.53,11.57,6.31,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.75,"P4"
214,"GT_20131120_5","11/20/2013 9:59",40.59,10.09,8.07,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.75,"P5"
215,"GT_20131120_6","11/20/2013 9:59",40.78,15.22,7.51,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",33.75,"P6"
216,"GT_20131121_1","11/21/2013 13:44",40.87,13.66,9.07,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P1"
217,"GT_20131121_2","11/21/2013 13:44",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P2"
218,"GT_20131121_3","11/21/2013 13:44",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P3"
219,"GT_20131121_4","11/21/2013 13:44",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P4"
220,"GT_20131121_5","11/21/2013 13:44",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P5"
221,"GT_20131121_6","11/21/2013 13:44",NA,NA,NA,"OCT172013","GT","KA32","KA32_Panels_GT_1","KA32_10172013_GTponds",34.91,"P6"
222,"GT_20131129_1","11/29/2013 12:00",40.84,NA,7.33,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P1"
223,"GT_20131129_2","11/29/2013 12:00",41.32,NA,6.82,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P2"
224,"GT_20131129_3","11/29/2013 12:00",40.68,NA,6.88,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P3"
225,"GT_20131129_4","11/29/2013 12:00",41.67,NA,7.46,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P4"
226,"GT_20131129_5","11/29/2013 12:00",42.17,NA,8.18,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P5"
227,"GT_20131129_6","11/29/2013 12:00",40.79,NA,7.21,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",42.83,"P6"
228,"GT_20131202_1","12/2/2013 12:00",40.92,13.57,7.1,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P1"
229,"GT_20131202_2","12/2/2013 12:00",41.96,NA,7.1,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P2"
230,"GT_20131202_3","12/2/2013 12:00",41.79,13.13,7.17,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P3"
231,"GT_20131202_4","12/2/2013 12:00",41.97,14.12,7.1,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P4"
232,"GT_20131202_5","12/2/2013 12:00",42.25,14.22,7.24,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P5"
233,"GT_20131202_6","12/2/2013 12:00",41.5,14.14,7.19,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",45.83,"P6"
234,"GT_20131204_1","12/4/2013 12:45",42.05,14.32,7.51,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P1"
235,"GT_20131204_2","12/4/2013 12:45",43,15.16,7.18,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P2"
236,"GT_20131204_3","12/4/2013 12:45",42.58,14.7,6.87,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P3"
237,"GT_20131204_4","12/4/2013 12:45",41.53,NA,6.98,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P4"
238,"GT_20131204_5","12/4/2013 12:45",41.47,14.28,7.57,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P5"
239,"GT_20131204_6","12/4/2013 12:45",41.09,NA,NA,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",47.86,"P6"
240,"GT_20131206_1","12/6/2013 23:45",34.41,NA,7.31,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",50.32,"P6"
241,"GT_20131206_2","12/6/2013 11:45",41.36,14.63,6.55,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",49.82,"P1"
242,"GT_20131206_3","12/6/2013 11:45",42.08,14.48,6.9,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",49.82,"P2"
243,"GT_20131206_4","12/6/2013 11:45",42.41,NA,6.51,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",49.82,"P3"
244,"GT_20131206_5","12/6/2013 11:45",41.38,13.87,6.79,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",49.82,"P4"
245,"GT_20131206_6","12/6/2013 11:45",42.37,14.11,7.22,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",49.82,"P5"
246,"GT_20131210_1","12/10/2013 12:00",42.04,13.65,7.69,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P1"
247,"GT_20131210_2","12/10/2013 12:00",42.57,14.12,7.25,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P2"
248,"GT_20131210_3","12/10/2013 12:00",42.25,NA,8.01,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P3"
249,"GT_20131210_4","12/10/2013 12:00",40.74,14.05,7.54,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P4"
250,"GT_20131210_5","12/10/2013 12:00",39.38,13.46,7.64,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P5"
251,"GT_20131210_6","12/10/2013 12:00",43.2,NA,7.27,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",53.83,"P6"
252,"GT_20131211_1","12/11/2013 12:00",41.33,13.69,9.03,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P1"
253,"GT_20131211_2","12/11/2013 12:00",38.54,NA,7.09,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P2"
254,"GT_20131211_3","12/11/2013 12:00",40.54,14.03,7.63,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P3"
255,"GT_20131211_4","12/11/2013 12:00",39.91,15.12,7.59,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P4"
256,"GT_20131211_5","12/11/2013 12:00",40.39,14.79,9.11,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P5"
257,"GT_20131211_6","12/11/2013 12:00",34.26,14.17,8.04,"OCT172013","GT","KA32","KA32_10172013_GTponds","KA32_11222013_GTponds",54.83,"P6"
260,"CP_To_040414","4/4/2014 12:59",41.96,16.79,10.66,"APR032014","CP","KA32","INOCULUM","KA32_03122014",0,"inoc"
261,"CP_P1_041114","4/11/2014 7:30",38.38,17.85,8.67,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P1"
262,"CP_P2_041114","4/11/2014 7:30",42.77,16.95,8.18,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P2"
263,"CP_P3_041114","4/11/2014 7:30",37.78,18.7,7.88,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P3"
264,"CP_P4_041114","4/11/2014 7:30",38.4,16.45,7.91,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P4"
265,"CP_P5_041114","4/11/2014 7:30",43.71,15.87,7.38,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P5"
266,"CP_P6_041114","4/11/2014 7:30",41.73,16.84,8.31,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",6.77,"P6"
267,"CP_P1_041814","4/18/2014 6:59",47.22,15.07,7.97,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P1"
268,"CP_P2_041814","4/18/2014 6:59",48.88,16.65,7.78,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P2"
269,"CP_P3_041814","4/18/2014 6:59",47.77,15.32,9.15,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P3"
270,"CP_P4_041814","4/18/2014 6:59",48.94,15.64,7.91,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P4"
271,"CP_P5_041814","4/18/2014 6:59",48.29,15.86,8.28,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P5"
272,"CP_P6_041814","4/18/2014 6:59",47.99,16.21,8.69,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",13.75,"P6"
273,"CP_P1_042314","4/23/2014 7:30",44.03,14.72,8.24,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P1"
274,"CP_P2_042314","4/23/2014 7:30",43.37,15.42,7.33,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P2"
275,"CP_P3_042314","4/23/2014 7:30",43.79,15.28,8,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P3"
276,"CP_P4_042314","4/23/2014 7:30",42.36,15.34,7.12,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P4"
277,"CP_P5_042314","4/23/2014 7:30",42.72,14.79,7.99,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P5"
278,"CP_P6_042314","4/23/2014 7:30",43.92,18.14,7.87,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",18.77,"P6"
279,"CP_P1_043014","4/30/2014 7:30",45.74,14.81,7.67,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P1"
280,"CP_P2_043014","4/30/2014 7:30",47.23,15.25,8.77,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P2"
281,"CP_P3_043014","4/30/2014 7:30",45.22,14.55,9.11,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P3"
282,"CP_P4_043014","4/30/2014 7:30",43.42,15.4,9.52,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P4"
283,"CP_P5_043014","4/30/2014 7:30",43.9,15.34,9.92,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P5"
284,"CP_P6_043014","4/30/2014 7:30",43.43,15.54,9.76,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",25.77,"P6"
285,"CP_P1_050714","5/7/2014 7:17",46.75,16.46,8.65,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P1"
286,"CP_P2_050714","5/7/2014 7:17",45.01,17.82,9.46,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P2"
287,"CP_P3_050714","5/7/2014 7:17",46.43,17.54,8.64,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P3"
288,"CP_P4_050714","5/7/2014 7:17",36.2,19.79,11.8,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P4"
289,"CP_P5_050714","5/7/2014 7:17",36.77,20.57,11.64,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P5"
290,"CP_P6_050714","5/7/2014 7:17",37.26,21.04,11.66,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",32.76,"P6"
291,"CP_P1_051414","5/14/2014 7:40",45.54,16.43,9.16,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P1"
292,"CP_P2_051414","5/14/2014 7:40",45.11,16,9.18,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P2"
293,"CP_P3_051414","5/14/2014 7:40",43.95,16.12,8.53,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P3"
294,"CP_P4_051414","5/14/2014 7:40",44.91,14.31,8.86,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P4"
295,"CP_P5_051414","5/14/2014 7:40",44.6,17.82,9.1,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P5"
296,"CP_P6_051414","5/14/2014 7:40",45.15,15.77,8.9,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",39.78,"P6"
297,"CP_P1_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P1"
298,"CP_P2_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P2"
299,"CP_P3_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P3"
300,"CP_P4_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P4"
301,"CP_P5_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P5"
302,"CP_P6_052114","5/21/2014 7:30",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",46.77,"P6"
303,"CP_P4_052814","5/28/2014 8:29",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",53.81,"P1"
304,"CP_P5_052814","5/28/2014 8:29",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",53.81,"P2"
305,"CP_P6_052814","5/28/2014 8:29",NA,NA,NA,"APR032014","CP","KA32","KA32_03122014","KA32-04042014_Pond",53.81,"P3"
306,"CELL_AP0_041514_1","4/15/2014 13:44",31.9,15.19,7.45,"APR032014","CELL","KA32","INOCULUM","KA32_04152014_R0",0,"inoc"
307,"CELL_AP1_042114_1","4/21/2014 7:30",34.55,14.42,4.62,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P1"
308,"CELL_AP2_042114_1","4/21/2014 7:30",33.02,12.94,3.94,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P2"
309,"CELL_AP3_042114_1","4/21/2014 7:30",33.1,15.08,4.51,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P3"
310,"CELL_AP4_042114_1","4/21/2014 7:30",31.57,12.83,4.94,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P4"
311,"CELL_AP5_042114_1","4/21/2014 7:30",30.43,12.78,5.7,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P5"
312,"CELL_AP6_042114_1","4/21/2014 7:30",32.48,15.31,5.53,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",5.74,"P6"
313,"CELL_AP2_042314_530","4/23/2014 5:29",33.47,14.99,5.88,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.66,"P2"
314,"CELL_AP4_042314_530","4/23/2014 5:29",32.31,14.24,4.24,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.66,"P4"
315,"CELL_AP6_042314_530","4/23/2014 5:29",35.9,15.2,5.16,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.66,"P6"
316,"CELL_AP2_042314_730","4/23/2014 7:30",NA,NA,NA,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.74,"P2"
317,"CELL_AP4_042314_730","4/23/2014 7:30",35.77,13.39,8.12,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.74,"P4"
318,"CELL_AP6_042314_730","4/23/2014 7:30",33.51,13.72,7.08,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.74,"P6"
319,"CELL_AP2_042314_930","4/23/2014 9:30",33.02,14.54,7.26,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.82,"P2"
320,"CELL_AP4_042314_960","4/23/2014 9:30",39.38,12.44,6.9,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.82,"P4"
321,"CELL_AP6_042314_930","4/23/2014 9:30",29.45,13.49,7.02,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.82,"P6"
322,"CELL_AP2_042314_1130","4/23/2014 11:29",36.14,14.28,7.86,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.91,"P2"
323,"CELL_AP4_042314_1130","4/23/2014 11:29",37.85,13.88,6.72,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.91,"P4"
324,"CELL_AP6_042314_1130","4/23/2014 11:29",37.32,15,6.86,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.91,"P6"
325,"CELL_AP2_042314_1330","4/23/2014 13:30",35.43,13.72,7.23,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.99,"P2"
326,"CELL_AP4_042314_1330","4/23/2014 13:30",31.72,13.57,6.84,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.99,"P4"
327,"CELL_AP6_042314_1330","4/23/2014 13:30",36.47,13.81,7.23,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",7.99,"P6"
328,"CELL_AP2_042314_1530","4/23/2014 15:30",34.63,13.94,6.81,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.07,"P2"
329,"CELL_AP4_042314_1530","4/23/2014 15:30",32.25,12.41,6.05,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.07,"P4"
330,"CELL_AP6_042314_1530","4/23/2014 15:30",32.54,15.04,7,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.07,"P6"
331,"CELL_AP2_042314_1730","4/23/2014 17:29",33.11,13.85,6,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.16,"P2"
332,"CELL_AP4_042314_1730","4/23/2014 17:29",26.08,13.35,5.94,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.16,"P4"
333,"CELL_AP6_042314_1730","4/23/2014 17:29",31.09,14.28,5.99,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.16,"P6"
334,"CELL_AP2_042314_1930","4/23/2014 19:30",30.03,13.19,7.81,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.24,"P2"
335,"CELL_AP4_042314_1930","4/23/2014 19:30",32.47,12.25,7.26,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.24,"P4"
336,"CELL_AP6_042314_1930","4/23/2014 19:30",30.79,12.16,7.36,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",8.24,"P6"
337,"CELL_AP1_042514_1","4/25/2014 7:30",34.56,14.44,7.5,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P1"
338,"CELL_AP2_042514_1","4/25/2014 7:30",37.35,14.78,7.82,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P2"
339,"CELL_AP3_042514_1","4/25/2014 7:30",42.16,13.16,5.46,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P3"
340,"CELL_AP4_042514_1","4/25/2014 7:30",36.79,13.39,5.07,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P4"
341,"CELL_AP5_042514_1","4/25/2014 7:30",36.38,12.87,5.45,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P5"
342,"CELL_AP6_042514_1","4/25/2014 7:30",35.48,14.42,4.58,"APR032014","CELL","KA32","KA32_04152014_R0","KA32-04152014_AP",9.74,"P6"
