ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm),ExperimentPondID
OCT172013,43.14,19.0,8.68,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.4,8.29,,7.8,7.18,9.97,0.03,0.63,469.68,59.0,0.55,0.35,0.51,1.39,8.13,2.28,1.35,,0.009000000000000001,,,ASU,P3,KA32,8.01,11.77,15.9,7.5,46224.29,6.85,76.65,29.89,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0,OCT172013P3
OCT172013,27.39,32.49,10.48,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.4,7.66,,7.9,0.79,14.46,-0.05,-1.24,-38.21,60.0,0.51,0.37,0.49,0.68,5.4,1.86,0.72,,0.003,,0.001,ASU,P4,KA32,7.14,11.81,15.9,7.7,47235.86,6.46,72.35,30.62,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0,OCT172013P4
OCT172013,30.96,26.85,11.64,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.99,0.34,8.44,,7.9,1.36,65.45,-0.05,-0.93,-66.1,61.0,0.55,4.6,0.48,1.4,12.72,1.94,0.53,,,,0.004,ASU,P5,KA32,7.69,11.87,16.0,7.7,47379.16,7.66,85.91,30.73,,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0,OCT172013P5
OCT172013,29.26,30.0,11.19,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,45.73,2013-12-02,,,,,,,26.67,0.4,8.4,,8.1,0.9,46.12,-0.04,-0.8,-45.09,62.0,0.48,2.86,0.45,1.96,7.09,1.79,1.31,,,,0.005,ASU,P6,KA32,7.91,,,,15077.86,2.13,31.39,8.67,438.86,ASU,2013-12-02,12.6,73.1,144.31,1.96,144.99,0.0,OCT172013P6
OCT172013,43.0,,7.94,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,26.35,0.46,8.67,,9.4,6.14,3.45,,,,63.0,0.55,1.75,0.52,1.95,5.44,2.66,0.52,,0.036000000000000004,,,ASU,P1,KA32,7.94,11.03,12.6,9.3,47706.27,7.82,86.47,30.94,,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P1
OCT172013,41.14,,8.65,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,26.04,,8.38,,9.3,6.87,3.9,,,,64.0,0.57,0.59,0.53,0.63,5.88,2.62,2.58,,0.025,,,ASU,P2,KA32,7.96,,,,47571.42,6.22,68.59,30.85,,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P2
OCT172013,28.5,,11.31,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,26.04,0.44,8.36,,9.3,5.45,4.95,,,,65.0,0.59,0.85,0.56,0.52,5.37,2.49,0.71,,0.035,,,ASU,P3,KA32,8.01,10.82,12.5,9.0,47703.09,6.25,68.8,30.93,,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P3
OCT172013,26.52,,8.5,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,25.72,0.9,7.7,,9.3,0.73,48.26,,,,66.0,0.54,1.43,0.51,1.0,4.95,2.02,0.38,,0.003,,,ASU,P4,KA32,7.52,11.03,12.7,9.2,48655.5,6.31,70.1,31.63,,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P4
OCT172013,29.81,,11.71,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,25.72,0.46,8.32,,9.4,0.61,30.47,,,,67.0,0.62,2.24,0.52,0.98,16.31,2.07,0.85,,0.019,,,ASU,P5,KA32,7.7,11.0,12.7,9.2,48829.72,7.45,82.78,31.75,,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P5
OCT172013,42.79,,8.48,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,47.72,2013-12-04,,,,,,,25.4,0.91,8.47,,9.7,0.69,10.97,,,,68.0,0.57,1.56,0.49,1.96,13.34,1.97,1.09,,0.005,,,ASU,P6,KA32,7.92,,,,31276.88,3.34,40.77,19.78,174.82,ASU,2013-12-04,12.74,61.89,56.8,5.14,207.22,0.28,OCT172013P6
OCT172013,42.36,16.96,8.37,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,8.052083332999999,2.0,1067.435,0.553333333,590.6473667,26.04,0.91,8.22,,5.9,4.15,2.37,,,,69.0,0.6,0.84,0.55,0.52,7.0,2.86,0.73,93.459,0.066,0.0,,ASU,P1,KA32,7.9,7.85,10.9,5.7,48318.59,7.56,78.0,31.17,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P1
OCT172013,41.91,18.12,7.61,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,30.98958333,2.0,1054.4175,0.558333333,588.7164375,25.72,0.46,8.22,,5.8,4.72,2.89,,,,70.0,0.59,1.29,0.56,1.03,5.63,2.79,1.43,95.684,0.07200000000000001,0.0,,ASU,P2,KA32,7.96,,,,48100.25,6.99,71.97,31.0,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P2
OCT172013,42.14,18.58,8.46,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,replete,30.98958333,2.0,1041.4,0.563333333,586.6553332999999,25.4,0.93,7.98,,5.8,3.73,2.34,,,,71.0,0.59,1.47,0.56,1.02,4.51,2.64,1.53,98.175,,0.0,,ASU,P3,KA32,7.82,7.64,11.0,5.4,48301.68,5.71,58.72,31.13,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P3
OCT172013,26.13,33.95,12.3,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1054.4175,0.5166666670000001,544.782375,25.72,,8.36,,5.7,0.16,61.88,,,,72.0,0.54,0.54,0.52,0.56,4.02,2.25,1.18,67.733,0.057,0.0,,ASU,P4,KA32,7.95,7.77,10.9,5.6,49233.78,7.0,72.45,31.81,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P4
OCT172013,28.68,28.25,11.95,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1041.4,0.518333333,539.7923333,25.4,,8.18,,5.8,0.22,24.1,,,,73.0,0.6,4.12,0.52,2.23,13.32,2.05,1.02,45.346000000000004,,0.0,,ASU,P5,KA32,7.65,7.77,11.0,5.6,49434.5,8.34,86.36,31.95,,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P5
OCT172013,27.85,30.85,10.64,OCT172013,KA32,KA32_10042013_CRE,KA32_10172013_SPW,48.72,2013-12-05,deplete,30.98958333,2.0,1025.0,0.495,507.375,25.0,0.58,7.89,,5.8,0.14,155.08,,,,74.0,0.55,1.04,0.5,1.01,10.54,2.19,3.37,70.42699999999999,0.055,0.0,,ASU,P6,KA32,7.93,,,,51242.57,5.14,52.0,33.1,549.17,ASU,2013-12-05,8.49,50.16,138.79,2.43,232.26,0.13,OCT172013P6
OCT172013,42.91,14.21,7.46,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.77,,8.9,31.7,8.9,,,,,,76.0,,,,,,1.16,0.45,,,,,CP,P1,KA32,7.59,13.25,18.9,8.7,39148.09,0.0,0.0,24.95,368.49,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P1
OCT172013,26.93,10.82,6.41,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.45,0.35,9.0,33.4,9.0,,,,,,77.0,,,,,,1.18,0.77,,,,,CP,P2,KA32,7.89,13.2,18.9,8.6,50042.05,11.38,132.32,32.7,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P2
OCT172013,47.88,16.36,8.29,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,0.35,8.9,33.8,8.9,,,,,,78.0,,,,,,1.17,1.28,,,,,CP,P3,KA32,7.88,13.16,18.9,8.6,44571.82,12.1,137.32,28.77,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P3
OCT172013,48.01,15.59,7.99,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,,8.8,33.9,8.8,,,,,,79.0,,,,,,1.15,0.6,,,,,CP,P4,KA32,8.24,12.62,17.7,8.3,49827.08,9.34,107.98,32.53,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P4
OCT172013,48.96,16.42,8.32,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,24.77,0.34,8.9,32.0,8.9,,,,,,80.0,,,,,,1.07,0.16,,,,,CP,P5,KA32,8.52,13.1,18.8,8.5,47696.66,7.82,90.36,30.99,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P5
OCT172013,47.24,12.38,7.91,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,13.61,2013-10-31,,,,,,,25.08,0.35,8.9,33.7,8.9,,,,,,81.0,,,,,,1.11,0.31,,,,,CP,P6,KA32,8.52,13.19,18.9,8.6,49989.2,8.38,98.05,32.65,,CP,2013-10-31,18.01,43.08,176.79,2.5,115.38,0.0,OCT172013P6
OCT172013,46.06,16.15,8.44,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.35922222200000004,368.2027778,24.5,,8.22,27.1,9.0,9.87,0.0,,,,82.0,0.44,2.55,0.36,3.03,18.97,1.78,0.26,0.0,0.735,0.0,,CP,P1,KA32,7.52,10.89,15.7,6.4,38528.05,0.0,0.0,24.4,339.33,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0,OCT172013P1
OCT172013,45.41,16.76,8.82,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.359444444,368.43055560000005,24.5,,8.01,29.7,8.9,14.06,6.29,,,,83.0,0.42,8.84,0.36,9.5,15.12,1.8,0.13,0.0,,0.0,,CP,P2,KA32,7.89,11.67,17.4,6.3,49288.37,11.0,122.94,32.05,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0,OCT172013P2
OCT172013,47.49,16.45,8.66,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.299920635,307.41865079999997,24.5,0.27,7.91,30.0,8.9,15.04,11.9,,,,84.0,0.37,7.65,0.3,8.23,18.37,1.77,0.26,0.0,,0.0,,CP,P3,KA32,7.88,11.7,17.4,6.3,49993.29,12.19,136.7,32.58,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0,OCT172013P3
OCT172013,41.11,13.25,7.63,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.45399999999999996,465.35,24.5,0.27,8.33,30.9,8.9,14.17,4.38,,,,85.0,0.76,2.91,0.45,4.46,40.07,1.89,0.12,0.0,0.032,0.0,,CP,P4,KA32,7.81,11.02,15.1,7.4,49382.11,9.11,101.33,32.12,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0,OCT172013P4
OCT172013,45.05,16.24,7.22,OCT172013,KA32,KA32_4Oct2013_Panels,KA32_4Oct2013,21.67,2013-11-08,replete,21.67361111,1.0,1025.0,0.43973333299999995,450.72666669999995,24.75,0.03,8.4,30.0,9.0,15.38,2.96,,,,87.0,0.73,4.25,0.44,2.0,39.8,1.97,0.47,0.0,0.001,0.0,,CP,P6,KA32,8.38,11.68,17.4,6.2,48436.02,8.1,90.77,31.44,,CP,2013-11-08,16.07,40.54,166.17,1.43,130.75,0.0,OCT172013P6
OCT172013,44.71,16.22,9.35,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,,,,,,33.17,6.51,,,,88.0,,,,,,1.42,0.53,,,,,CP,P1,KA32,7.78,11.87,15.0,9.7,13678.31,0.23,2.27,8.3,218.07,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0,OCT172013P1
OCT172013,43.72,17.04,10.53,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,,,,,,43.68,4.23,,,,89.0,,,,,,1.46,0.24,,,,,CP,P2,KA32,7.99,11.77,14.9,9.6,51705.42,12.1,138.34,33.88,,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0,OCT172013P2
OCT172013,44.5,15.83,9.26,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,25.0,0.4,,,,34.39,4.42,,,,90.0,,,,,,1.42,0.0,,,,,CP,P3,KA32,7.97,11.82,15.0,9.7,56533.38,11.3,132.22,37.44,,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0,OCT172013P3
OCT172013,43.01,13.9,9.09,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,,,,,,3.81,12.55,,,,91.0,,,,,,1.44,0.24,,,,,CP,P4,KA32,7.99,14.28,17.2,11.2,54903.18,12.56,153.73,36.34,,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0,OCT172013P4
OCT172013,45.59,15.96,9.75,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,35.64,2013-11-22,,,,,,,25.0,0.5,,,,3.81,2.51,,,,93.0,,,,,,1.4,0.45,,,,,CP,P6,KA32,7.99,11.76,14.9,9.6,55182.97,8.26,96.03,36.43,,CP,2013-11-22,14.33,48.62,99.08,2.19,66.54,0.0,OCT172013P6
OCT172013,42.87,16.92,8.92,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,23.8,0.35,6.85,33.5,9.0,20.84,3.61,,,,94.0,0.35,1.03,0.32,1.72,10.06,1.8,0.34,,,,,CP,P1,KA32,7.81,11.49,16.3,6.9,39076.99,0.22,2.4,24.99,291.96,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P1
OCT172013,43.77,17.15,8.83,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,24.0,0.35,7.83,33.2,9.2,24.45,0.67,,,,95.0,0.35,3.25,0.32,2.27,10.35,1.75,0.26,,,,,CP,P2,KA32,7.98,11.21,16.2,6.8,44754.2,12.99,140.74,28.94,,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P2
OCT172013,43.46,15.44,8.08,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,23.9,0.36,7.96,35.7,9.4,23.21,8.35,,,,96.0,0.33,1.66,0.31,0.05,8.68,1.72,0.13,,,,,CP,P3,KA32,7.97,11.31,16.4,6.8,56909.59,11.65,134.33,37.63,,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P3
OCT172013,36.66,20.81,9.62,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,24.0,0.35,8.05,35.1,9.3,1.45,35.29,,,,97.0,0.34,2.86,0.28,14.19,16.85,1.62,0.0,,,,,CP,P4,KA32,7.99,10.72,15.2,6.6,56582.97,14.57,165.86,37.36,,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P4
OCT172013,37.57,21.93,9.46,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,24.0,0.35,7.89,33.9,9.4,0.84,9.81,,,,98.0,0.33,1.0,0.31,0.93,7.48,1.58,0.15,,,,,CP,P5,KA32,7.99,11.16,16.2,6.8,54161.43,8.44,96.22,35.59,,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P5
OCT172013,39.44,20.72,9.18,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,38.68,2013-11-25,,,,,,,24.0,0.33,7.89,35.1,9.5,1.5,28.96,,,,99.0,0.33,0.94,0.3,1.67,7.65,1.57,0.15,,,,,CP,P6,KA32,7.98,11.26,16.4,6.7,55429.18,8.36,96.02,36.54,,CP,2013-11-25,16.73,39.21,145.08,2.72,69.04,0.0,OCT172013P6
OCT172013,43.45,17.19,9.7,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.5,0.21,7.88,34.0,10.3,,,,,,100.0,0.47,15.83,0.42,2.71,10.13,2.06,0.19,,,,,CP,P2,KA32,7.99,11.79,14.6,9.8,49437.01,11.97,135.34,32.29,,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P2
OCT172013,44.0,16.39,9.64,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.6,0.1,8.05,35.7,10.3,,,,,,101.0,0.48,13.46,0.41,2.5,14.51,1.99,0.12,,,,,CP,P3,KA32,7.98,11.84,14.7,9.8,55967.46,11.18,130.4,37.01,,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P3
OCT172013,33.54,24.61,11.41,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.5,0.21,8.11,34.8,10.4,,,,,,102.0,0.45,13.52,0.4,2.11,10.96,1.73,0.13,,,,,CP,P4,KA32,7.99,11.93,14.8,9.6,55104.35,13.37,155.51,36.39,,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P4
OCT172013,33.42,26.44,11.28,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.5,0.21,8.01,33.8,10.3,,,,,,103.0,0.69,59.18,0.43,13.58,27.67,1.74,0.35,,,,,CP,P5,KA32,7.99,11.75,14.6,9.7,53068.45,8.16,93.91,34.88,,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P5
OCT172013,33.26,22.82,10.86,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.6,0.15,8.0,35.0,10.4,,,,,,104.0,0.43,17.85,0.38,2.88,10.05,1.71,0.0,,,,,CP,P6,KA32,7.98,11.89,14.7,9.8,54300.83,8.05,93.44,35.79,,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P6
OCT172013,45.08,17.92,9.16,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.7,0.27,8.23,32.6,9.7,8.62,3.95,,,,105.0,0.43,0.0,0.4,0.34,7.18,2.22,0.18,,0.41100000000000003,,,CP,P1,KA32,8.05,12.48,17.0,8.7,49964.66,0.18,2.11,32.62,274.48,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P1
OCT172013,42.86,17.2,9.01,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.9,0.2,8.15,34.4,9.6,13.83,7.49,,,,106.0,0.43,1.97,0.4,0.83,7.12,2.25,0.0,,0.309,,,CP,P2,KA32,8.09,12.35,16.9,8.5,53731.12,11.49,133.94,35.37,,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P2
OCT172013,45.32,17.87,9.25,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.8,0.27,8.29,33.6,9.7,15.8,5.6,,,,107.0,0.44,1.04,0.41,1.42,7.3,2.18,0.18,,0.122,,,CP,P3,KA32,8.07,12.44,17.0,8.6,52403.75,11.14,129.28,34.41,,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P3
OCT172013,31.19,26.54,11.07,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.9,0.2,8.29,35.7,9.6,1.51,34.27,,,,108.0,0.4,1.06,0.38,1.39,5.52,1.86,0.25,,0.055999999999999994,,,CP,P4,KA32,7.99,11.36,16.4,6.6,55532.7,13.94,159.56,36.62,,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P4
OCT172013,31.28,27.63,10.72,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.7,0.27,8.3,34.4,9.6,1.76,4.85,,,,109.0,0.4,1.31,0.38,0.47,4.2,1.81,0.0,,0.049,,,CP,P5,KA32,8.09,12.3,16.9,8.5,38105.42,8.6,93.75,24.26,,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P5
OCT172013,31.7,26.31,10.44,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,45.63,2013-12-02,,,,,,,23.8,0.27,8.27,35.7,9.7,1.31,53.01,,,,110.0,0.41,1.41,0.39,0.18,5.6,1.81,0.34,,0.036000000000000004,,,CP,P6,KA32,8.06,12.39,17.0,8.5,54580.1,7.88,92.52,36.0,,CP,2013-12-02,16.24,46.67,137.08,2.32,165.67,0.0,OCT172013P6
OCT172013,45.43,15.9,9.19,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.8,,7.75,31.5,2.8,,,,,,111.0,,,,,,2.38,0.1,,,,,CP,P1,KA32,7.83,4.42,8.5,1.4,50563.93,0.37,3.46,32.32,390.76,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P1
OCT172013,44.76,18.02,9.43,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.8,,7.94,32.2,2.8,,,,,,112.0,,,,,,2.42,0.19,,,,,CP,P2,KA32,7.99,4.3,8.4,1.2,54203.29,16.82,163.13,34.88,,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P2
OCT172013,44.71,16.3,8.94,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.9,,8.08,34.3,2.8,,,,,,113.0,,,,,,2.33,0.4,,,,,CP,P3,KA32,7.97,4.35,8.6,1.2,56315.18,15.75,154.56,36.41,,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P3
OCT172013,31.52,29.71,11.13,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.8,,8.17,33.7,2.8,,,,,,114.0,,,,,,1.98,0.2,,,,,CP,P4,KA32,7.98,4.16,8.2,1.1,54976.21,19.36,187.82,35.41,,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P4
OCT172013,31.82,31.41,11.45,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.8,,8.05,32.4,2.8,,,,,,115.0,,,,,,1.93,0.32,,,,,CP,P5,KA32,7.99,4.22,8.3,1.1,53079.52,9.84,94.91,34.08,,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P5
OCT172013,31.84,29.42,11.2,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,48.67,2013-12-05,,,,,,,24.8,,7.92,34.0,2.9,,,,,,116.0,,,,,,2.01,0.12,,,,,CP,P6,KA32,7.98,4.33,8.6,1.1,55238.67,9.0,88.03,35.63,,CP,2013-12-05,7.32,22.12,141.25,2.33,48.21,0.0,OCT172013P6
OCT172013,43.27,16.62,9.41,OCT172013,KA32,KA32_9Oct2013_Pond3,KA32_9Oct2013,42.62,2013-11-29,,,,,,,24.5,0.15,7.44,33.8,10.2,,,,,,117.0,0.44,5.32,0.41,1.45,6.41,2.03,0.3,,,,,CP,P1,KA32,7.83,11.83,14.7,9.9,51126.69,0.19,2.17,33.46,154.41,CP,2013-11-29,14.67,52.46,84.83,1.25,107.38,0.0,OCT172013P1
OCT172013,32.54,12.15,7.37,OCT172013,KA32,KA32_Panels1,KA32_10232013_Ponds,4.94,2013-10-28,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,CELL,P1,KA32,7.87,25.82,30.7,22.72,55386.62,7.29,110.94,36.7,,CELL,2013-10-28,26.25,65.76,214.0,8.92,158.74,0.0,OCT172013P1
OCT172013,29.95,10.9,7.62,OCT172013,KA32,KA32_Panels1,KA32_10232013_Ponds,4.94,2013-10-28,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,CELL,P2,KA32,7.87,25.86,30.87,22.67,53564.21,5.85,88.48,35.35,,CELL,2013-10-28,26.25,65.76,214.0,8.92,158.74,0.0,OCT172013P2
OCT172013,24.63,9.97,8.49,OCT172013,KA32,KA32_Panels1,KA32_10232013_Ponds,4.94,2013-10-28,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,CELL,P4,KA32,8.46,26.2,31.61,22.51,54342.51,6.33,96.64,35.91,,CELL,2013-10-28,26.25,65.76,214.0,8.92,158.74,0.0,OCT172013P4
OCT172013,29.25,10.5,9.26,OCT172013,KA32,KA32_Panels1,KA32_10232013_Ponds,4.94,2013-10-28,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,CELL,P5,KA32,8.45,26.23,31.82,22.46,54893.95,6.96,106.49,36.32,,CELL,2013-10-28,26.25,65.76,214.0,8.92,158.74,0.0,OCT172013P5
OCT172013,30.44,10.59,,OCT172013,KA32,KA32_Panels1,KA32_10232013_Ponds,4.94,2013-10-28,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,CELL,P6,KA32,8.41,26.03,31.7,22.45,53831.07,6.73,102.15,35.54,,CELL,2013-10-28,26.25,65.76,214.0,8.92,158.74,0.0,OCT172013P6
